Date,Open,High,Low,Close,Adj Close,Volume
2017-01-18,160.086044,161.175903,159.359467,159.464630,128.475021,4192159
2017-01-19,159.617584,160.086044,158.508606,159.474182,128.482712,7283716
2017-01-20,160.430206,163.135757,158.699814,163.049713,131.363388,13273740
2017-01-23,162.600388,163.718933,162.533463,163.508606,131.733093,5730197
2017-01-24,163.824097,168.260040,163.632889,168.164429,135.484116,7272210
2017-01-25,168.508606,171.367111,168.384323,170.449326,137.324997,6194935
2017-01-26,170.229446,171.013382,169.703629,170.803055,137.610001,3204839
2017-01-27,170.621414,171.319305,169.502869,169.502869,136.562469,3642486
2017-01-30,169.196945,169.282990,166.902481,168.068832,135.407104,4283161
2017-01-31,167.351822,167.858505,165.975143,166.845123,134.421204,4329394
2017-02-01,167.304016,167.973236,165.286804,166.625244,134.244080,2924302
2017-02-02,166.567871,167.275330,165.917786,166.902481,134.467453,2741043
2017-02-03,167.304016,168.585083,167.198853,168.087952,135.422516,3461528
2017-02-06,167.600388,168.240921,166.711288,168.126190,135.453323,2772737
2017-02-07,168.260040,170.764816,168.164429,170.611862,137.455948,4051681
2017-02-08,169.694077,169.694077,168.145309,168.422562,136.764999,3047103
2017-02-09,168.422562,169.980881,168.173996,169.416824,137.572388,3232872
2017-02-10,169.569794,171.003830,168.986618,170.822174,138.713593,3065512
2017-02-13,171.357559,171.988525,170.975143,171.472275,139.241486,3235696
2017-02-14,170.717010,172.208420,170.506699,172.208420,139.839249,2904219
2017-02-15,172.275330,173.919693,171.902481,173.690247,141.042557,3048358
2017-02-16,173.470367,174.751434,172.915863,173.451248,140.848480,3401069
2017-02-17,173.279160,173.585083,172.084137,172.724670,140.258453,3715915
2017-02-21,172.657745,172.839386,171.242828,172.332703,139.940186,4686394
2017-02-22,172.170166,173.365204,172.170166,173.183563,140.631119,3159443
2017-02-23,173.996170,174.474182,172.963669,173.661575,141.019257,2387495
2017-02-24,172.284897,173.508606,171.978973,173.374756,140.786392,3451905
2017-02-27,173.221802,173.279160,171.395798,171.510513,139.272522,3861100
2017-02-28,171.491394,172.686417,171.462708,171.912048,139.598572,3423976
2017-03-01,172.543015,174.521988,172.112808,173.948380,141.252167,3143858
2017-03-02,173.881454,173.881454,172.495224,172.590820,140.149796,3052437
2017-03-03,172.590820,173.346085,171.854691,172.131927,139.777130,1905812
2017-03-06,171.816437,173.030594,171.673035,172.533463,140.103210,3351802
2017-03-07,172.762909,173.317398,172.275330,172.447418,140.033325,3117603
2017-03-08,172.801147,172.992355,171.414917,171.558319,139.311356,3721040
2017-03-09,171.271515,171.367111,168.145309,169.388138,137.549088,5694529
2017-03-10,170.372849,171.596558,169.617584,170.009567,138.053726,3242914
2017-03-13,170.028687,170.229446,168.661575,168.699814,136.990158,3642381
2017-03-14,168.432129,169.043976,167.504776,167.992355,136.415649,3292285
2017-03-15,167.982788,168.527725,167.065002,168.078400,136.485519,3991013
2017-03-16,170.611862,171.128113,169.043976,169.445511,137.595688,4510143
2017-03-17,168.537292,169.015289,167.925430,167.925430,136.361298,6193366
2017-03-20,167.925430,168.432129,167.437866,167.973236,136.400162,2590001
2017-03-21,168.269592,168.479919,166.195023,166.233276,134.987228,4108374
2017-03-22,166.386230,167.361374,165.200760,167.093689,135.685928,3609223
2017-03-23,166.759079,167.944550,165.927338,167.131927,135.716995,3912040
2017-03-24,167.418732,167.782028,165.764816,166.185471,134.948410,3369898
2017-03-27,165.095596,166.500961,164.521988,166.128113,134.901825,3408914
2017-03-28,166.290634,167.304016,165.391968,166.835571,135.476288,3685999
2017-03-29,166.634796,166.816437,165.831741,166.290634,135.033813,3227538
2017-03-30,166.214142,166.912048,166.051620,166.214142,134.971664,3314042
2017-03-31,166.328873,167.256210,166.051620,166.481842,135.189102,3047730
2017-04-03,166.175903,167.179733,165.755264,166.826004,135.468536,4483679
2017-04-04,165.889099,167.265778,165.640533,166.845123,135.484070,3251909
2017-04-05,167.017212,168.575531,165.210327,165.277252,134.210907,6525889
2017-04-06,165.841293,165.841293,164.674957,164.866150,133.877090,3593428
2017-04-07,164.512421,165.325043,163.747604,164.569794,133.636444,3753362
2017-04-10,164.942642,164.971313,163.479919,163.671127,132.906677,3964235
2017-04-11,163.145309,163.699814,161.548752,163.078400,132.425385,5116927
2017-04-12,163.518158,163.671127,162.543015,163.154877,132.487473,3427637
2017-04-13,162.447418,163.824097,162.074570,162.074570,131.610214,3352953
2017-04-17,162.284897,163.766724,162.160614,163.575531,132.829056,3891329
2017-04-18,163.279160,164.139572,162.361374,162.571701,132.013901,6637393
2017-04-19,154.646271,155.487579,152.581268,154.579346,125.523827,20171378
2017-04-20,154.225616,155.258133,153.441681,155.162521,125.997406,6785193
2017-04-21,154.923523,154.980881,153.326965,153.326965,124.506844,5865759
2017-04-24,154.196945,154.464630,153.365204,153.680695,124.794098,5565348
2017-04-25,154.665390,154.913956,153.326965,153.336517,124.514633,5083978
2017-04-26,153.470367,154.015289,152.858505,153.021027,124.258408,4526879
2017-04-27,153.240921,153.422562,152.609940,153.269592,124.460297,4312240
2017-04-28,153.441681,153.527725,152.676865,153.240921,124.436981,4345189
2017-05-01,153.011475,153.365204,151.720840,151.854691,123.311333,5162324
2017-05-02,152.428299,152.476105,151.663483,152.103256,123.513168,3355777
2017-05-03,151.759079,152.437866,151.548752,151.653915,123.148277,4176992
2017-05-04,151.902481,152.141495,151.395798,152.055450,123.474335,4477508
2017-05-05,146.768646,148.929260,146.271515,148.231354,120.369041,13097280
2017-05-08,146.080307,146.720840,145.506699,146.300186,119.961403,7836632
2017-05-09,145.889099,146.367111,144.894836,145.420654,119.240219,7168238
2017-05-10,144.980881,145.669220,144.483749,144.598465,118.566071,5229895
2017-05-11,144.407272,144.502869,143.202682,144.024857,118.095718,5886783
2017-05-12,143.690247,144.608032,143.403442,143.757172,117.876221,3886204
2017-05-15,143.996170,145.152969,143.833649,144.847031,118.769890,4440793
2017-05-16,144.990433,147.217972,144.990433,146.921600,120.470932,5767330
2017-05-17,146.558319,147.361374,144.254303,144.292542,118.315208,5430309
2017-05-18,144.225616,144.674957,143.508606,144.149139,118.197624,3424813
2017-05-19,144.369019,145.755264,144.254303,145.296371,119.138306,5902578
2017-05-22,145.411087,146.118546,144.933075,145.927338,119.655693,3453997
2017-05-23,145.860428,146.921600,145.238998,145.344162,119.177505,2682467
2017-05-24,145.516251,146.042068,144.579346,145.803055,119.553795,3904090
2017-05-25,146.510513,146.969406,146.223709,146.462708,120.094673,2701504
2017-05-26,146.128113,146.271515,145.372849,145.783936,119.538101,2555692
2017-05-30,145.267685,145.956024,144.923523,145.057358,118.942322,3834636
2017-05-31,145.344162,146.080307,144.980881,145.917786,119.647888,3706396
2017-06-01,146.080307,146.147232,144.961761,145.956024,119.679230,3052333
2017-06-02,146.338425,146.462708,145.124283,145.363297,119.193230,3750642
2017-06-05,145.143402,146.204590,145.009567,145.707458,119.475403,4157955
2017-06-06,145.315491,146.166351,145.315491,145.669220,119.444061,3971871
2017-06-07,146.319305,147.418732,144.168259,144.340347,118.354378,5089522
2017-06-08,144.359467,146.099426,144.282990,145.411087,119.232368,3879614
2017-06-09,145.315491,147.476105,145.200760,147.323135,120.800209,4562129
2017-06-12,147.409180,150.286804,147.246658,148.355637,121.646805,6769189
2017-06-13,148.604202,148.642441,147.370941,147.466537,120.917801,3685581
2017-06-14,147.198853,148.126190,146.214142,147.045883,120.572861,3189359
2017-06-15,146.548752,147.887192,146.548752,147.437866,120.894264,4868398
2017-06-16,147.447418,148.585083,146.242828,148.546844,121.803604,7052132
2017-06-19,148.671127,149.005737,147.743790,148.030594,121.380272,4842457
2017-06-20,147.686417,148.556412,147.466537,148.135757,121.466492,4687858
2017-06-21,148.938812,148.938812,146.644363,147.026764,120.557159,4141846
2017-06-22,147.753342,148.173996,146.931168,147.609940,121.035370,2485819
2017-06-23,147.552582,147.877625,147.036331,147.332703,120.808037,3433181
2017-06-26,147.906311,148.900574,147.829834,148.403442,121.686012,2252561
2017-06-27,148.183563,148.508606,147.705551,147.944550,121.309723,2496279
2017-06-28,148.326965,148.709366,147.973236,148.489487,121.756577,2323166
2017-06-29,148.518158,148.891006,146.864243,147.351822,120.823723,3412261
2017-06-30,147.495224,147.705551,146.405350,147.065002,120.588562,3735789
2017-07-03,146.826004,149.168259,146.768646,148.738052,121.960396,2952335
2017-07-05,148.919693,149.034424,146.873810,146.912048,120.463135,3728362
2017-07-06,146.615677,147.065002,145.535370,145.659653,119.436188,2884345
2017-07-07,145.908218,146.739960,145.449326,146.214142,119.890862,2573265
2017-07-10,146.185471,147.122375,145.917786,146.673035,120.267143,3353685
2017-07-11,146.520081,146.892929,145.363297,146.453156,120.086868,3606085
2017-07-12,146.730408,147.456985,146.319305,146.940720,120.486618,3240403
2017-07-13,146.940720,147.409180,146.453156,146.873810,120.431770,2590001
2017-07-14,147.237091,147.820267,146.653915,147.456985,120.909973,3406194
2017-07-17,146.835571,147.112808,145.544937,146.281067,119.945732,4981680
2017-07-18,145.659653,147.504776,145.315491,147.227539,120.721840,7914873
2017-07-19,143.422562,143.642441,140.258133,141.042068,115.649925,14951106
2017-07-20,141.042068,142.284897,140.564056,141.166351,115.751816,7543961
2017-07-21,141.099426,141.367111,140.066925,140.611862,115.297165,6808937
2017-07-24,140.535370,140.573608,139.388138,139.569794,114.442711,4055970
2017-07-25,140.124283,141.003830,139.608032,139.761002,114.599495,4402509
2017-07-26,139.837479,140.019119,138.116638,138.967499,113.948837,4113290
2017-07-27,138.623322,139.005737,137.323135,138.690247,113.721497,6726617
2017-07-28,138.441681,138.661575,137.514343,137.944550,113.110069,3195321
2017-07-31,138.030594,138.556412,137.829834,138.307846,113.407944,4556062
2017-08-01,138.623322,139.263855,138.355637,138.910141,113.901817,3367597
2017-08-02,138.738052,138.900574,137.877625,138.097519,113.235512,3703781
2017-08-03,138.078400,138.948380,138.078400,138.565964,113.619606,3175028
2017-08-04,138.623322,138.996170,138.049713,138.776291,113.792046,2666672
2017-08-07,138.623322,138.709366,136.472275,137.160614,112.467278,4830742
2017-08-08,135.755264,136.481842,135.755264,135.860428,112.578156,3450440
2017-08-09,135.516251,135.783936,134.980881,135.535370,112.308815,3060387
2017-08-10,135.411087,136.156784,135.019119,135.602295,112.364273,4733568
2017-08-11,136.185471,136.319305,135.296371,135.602295,112.364273,3142184
2017-08-14,135.755264,136.481842,135.697891,136.061188,112.744545,2352036
2017-08-15,136.281067,137.036331,134.397705,135.822174,112.546455,4896849
2017-08-16,135.554489,136.625244,135.382416,136.233276,112.887115,3439039
2017-08-17,136.252396,136.606125,134.512421,134.512421,111.461151,4625517
2017-08-18,134.674957,134.942642,133.441681,133.556412,110.668991,4343724
2017-08-21,133.451248,134.244736,133.011475,134.158707,111.168053,3337472
2017-08-22,134.455063,134.942642,134.206497,134.808792,111.706734,2661442
2017-08-23,134.512421,136.759079,134.493301,135.889099,112.601929,4234522
2017-08-24,136.233276,137.361374,135.994263,136.653915,113.235672,3757441
2017-08-25,136.998093,137.848953,136.950287,137.418732,113.869438,3005053
2017-08-28,137.772461,138.202682,136.128113,136.242828,112.895042,5319956
2017-08-29,135.850861,137.122375,135.659653,136.845123,113.394112,3147937
2017-08-30,136.959854,136.978973,136.147232,136.290634,112.934654,2861856
2017-08-31,136.730408,137.342255,136.357559,136.739960,113.306999,3824594
2017-09-01,136.692154,138.145309,136.692154,137.743790,114.138756,3505878
2017-09-05,137.189301,138.011475,136.424469,136.749527,113.314911,3239985
2017-09-06,137.552582,138.116638,137.189301,137.495224,113.932808,3423872
2017-09-07,137.762909,138.279160,136.147232,136.615677,113.203995,4380857
2017-09-08,136.854691,136.854691,135.411087,136.185471,112.847511,3521045
2017-09-11,137.227539,138.747604,136.720840,138.489487,114.756691,4825616
2017-09-12,138.728485,139.933075,138.154877,139.349899,115.469658,5479053
2017-09-13,138.957932,139.856598,138.948380,139.569794,115.651863,4289646
2017-09-14,139.445511,139.942642,139.110901,139.139572,115.295364,3929717
2017-09-15,138.451248,138.785858,137.743790,138.451248,114.725006,7737471
2017-09-18,138.441681,139.082214,137.925430,138.193115,114.511116,3158397
2017-09-19,138.422562,138.604202,137.877625,138.040146,114.384354,3623762
2017-09-20,138.556412,139.464630,138.068832,139.464630,115.564713,5698085
2017-09-21,139.244736,139.474182,138.718933,138.871887,115.073578,2673158
2017-09-22,139.187378,139.187378,138.231354,138.747604,114.970573,2920746
2017-09-25,138.738052,139.608032,138.537292,139.455063,115.556778,5452903
2017-09-26,139.923523,140.936905,139.521988,140.114716,116.103386,4695076
2017-09-27,140.229446,140.439774,138.652008,139.254303,115.390450,3663824
2017-09-28,139.254303,139.445511,137.868073,139.254303,115.390450,2902441
2017-09-29,139.053543,139.282990,138.546844,138.699814,114.930962,2776816
2017-10-02,138.957932,140.411087,138.824097,140.210327,116.182632,3109967
2017-10-03,140.238998,140.726578,139.904404,140.325043,116.277702,2408624
2017-10-04,140.535370,140.554489,139.684509,140.038239,116.040039,2347642
2017-10-05,140.229446,141.051620,140.038239,140.267685,116.230179,2810079
2017-10-06,140.191208,140.391968,139.885284,140.038239,116.040039,2743867
2017-10-09,140.057358,141.290634,139.913956,140.908218,116.760918,2806000
2017-10-10,141.214142,142.399612,141.156784,141.969406,117.640266,4218100
2017-10-11,141.873810,141.940720,140.803055,141.128113,116.943130,3872501
2017-10-12,141.070740,141.386230,140.315491,140.564056,116.475731,3414458
2017-10-13,140.994263,141.347992,140.478012,140.630981,116.531189,2621904
2017-10-16,140.745697,141.175903,140.066925,140.372849,116.317291,3192497
2017-10-17,140.181641,140.650101,139.751434,140.095596,116.087570,6665530
2017-10-18,150.210327,154.139572,150.047806,152.514343,126.378113,31892749
2017-10-19,152.772461,153.881454,152.093689,153.824097,127.463402,10370253
2017-10-20,153.986618,155.334610,152.743790,154.942642,128.390259,8230765
2017-10-23,154.923523,155.363297,152.523895,152.533463,126.393967,6045252
2017-10-24,152.629059,152.676865,148.346085,149.024857,123.486618,8571656
2017-10-25,149.149139,149.493301,146.328873,146.749527,121.601212,7239471
2017-10-26,147.523895,148.298279,146.787766,146.845123,121.680443,4498323
2017-10-27,147.743790,147.829834,146.185471,146.921600,121.743782,5120379
2017-10-30,146.998093,147.791580,145.994263,147.571701,122.282501,4404078
2017-10-31,147.543015,148.116638,146.204590,147.284897,122.044861,4527402
2017-11-01,147.323135,148.087952,147.065002,147.256210,122.021072,3389249
2017-11-02,147.399612,147.695984,146.185471,146.606125,121.482407,3553890
2017-11-03,146.673035,146.720840,144.827911,144.913956,120.080215,4635663
2017-11-06,145.095596,145.143402,143.671127,144.206497,119.493973,4705326
2017-11-07,144.713196,144.847031,143.881454,144.694077,119.898003,3871351
2017-11-08,144.933075,145.114716,143.671127,144.904404,120.072319,4847582
2017-11-09,143.336517,145.124283,143.269592,143.690247,120.256302,4996219
2017-11-10,144.024857,144.254303,142.581268,142.600388,119.344185,4505436
2017-11-13,142.332703,142.447418,141.414917,141.873810,118.736107,5342445
2017-11-14,141.443588,142.418732,141.003830,142.342255,119.128151,3930868
2017-11-15,141.491394,142.170166,139.780121,140.630981,117.695961,4992872
2017-11-16,141.233276,143.068832,141.013382,142.562134,119.312172,5697039
2017-11-17,142.772461,143.546844,142.284897,142.418732,119.192154,5142659
2017-11-20,144.015289,145.267685,143.307846,143.891006,120.424309,5937619
2017-11-21,144.646271,145.745697,144.550674,145.267685,121.576485,3928985
2017-11-22,145.315491,145.688339,144.674957,145.095596,121.432449,3361426
2017-11-24,145.267685,145.506699,144.674957,145.162521,121.488480,1247878
2017-11-27,145.372849,145.783936,144.952194,145.296371,121.600517,3529204
2017-11-28,145.650101,146.204590,145.028687,145.764816,121.992554,4156490
2017-11-29,146.089859,146.854691,145.478012,146.797318,122.856667,5333240
2017-11-30,146.892929,147.619507,146.347992,147.198853,123.192680,6799837
2017-12-01,147.609940,148.202682,146.185471,147.954117,123.824799,5824023
2017-12-04,149.101334,149.904404,148.250473,149.579346,125.184990,4878858
2017-12-05,149.569794,149.847031,147.877625,148.518158,124.296852,5301128
2017-12-06,147.323135,149.349899,147.313583,147.323135,123.296692,3567592
2017-12-07,146.835571,147.657745,146.520081,146.816437,122.872650,3944571
2017-12-08,148.164429,148.212234,146.797318,148.001907,123.864807,3682234
2017-12-11,148.623322,149.034424,147.772461,148.575531,124.344864,4291424
2017-12-12,150.382416,150.908218,148.336517,149.847031,125.408997,6612603
2017-12-13,149.713196,149.837479,147.122375,147.141495,123.144676,5922034
2017-12-14,147.801147,148.288712,146.940720,147.227539,123.216713,4850720
2017-12-15,146.854691,147.036331,145.344162,145.793503,122.016533,11798775
2017-12-18,146.835571,147.399612,146.472275,146.587006,122.680618,5327069
2017-12-19,147.275330,147.390060,146.357559,146.491394,122.600594,4305754
2017-12-20,146.892929,147.122375,146.061188,146.223709,122.376595,3959842
2017-12-21,146.434036,146.711288,144.827911,144.837479,121.216438,4344979
2017-12-22,145.143402,146.271515,144.837479,145.793503,122.016533,3128168
2017-12-26,145.803055,147.093689,145.793503,146.108994,122.280571,2593034
2017-12-27,146.223709,146.443588,145.898666,146.395798,122.520615,2248168
2017-12-28,146.462708,147.342255,146.462708,147.265778,123.248711,2811230
2017-12-29,147.390060,147.915863,146.673035,146.673035,122.752647,3480147
2018-01-02,147.705551,148.001907,146.787766,147.466537,123.416733,4395815
2018-01-03,150.420654,152.782028,149.455063,151.520081,126.809196,9875914
2018-01-04,152.629059,155.181641,152.361374,154.588913,129.377579,7903785
2018-01-05,155.296371,155.736145,154.015289,155.344162,130.009613,5434807
2018-01-08,155.506699,156.701721,154.588913,156.281067,130.793747,5478425
2018-01-09,156.692154,157.294449,155.889099,156.625244,131.081772,4541523
2018-01-10,155.745697,157.103256,155.353729,156.959854,131.361832,4366109
2018-01-11,157.552582,157.686417,156.118546,156.978973,131.377823,3969047
2018-01-12,156.806885,157.495224,155.860428,155.965576,130.529709,5263367
2018-01-16,157.839386,158.021027,156.166351,156.644363,131.097778,8152733
2018-01-17,160.621414,161.692154,159.904404,161.233276,134.938293,12248660
2018-01-18,162.523895,163.604202,160.755264,161.682602,135.314346,14915228
2018-01-19,157.227539,158.126190,154.206497,155.229446,129.913605,22146435
2018-01-22,154.407272,156.768646,154.024857,155.449326,130.097626,8870917
2018-01-23,155.659653,158.948380,155.363297,158.938812,133.018036,7809645
2018-01-24,159.416824,161.300186,157.571701,158.097519,132.313950,5904670
2018-01-25,158.613770,159.445511,157.925430,158.193115,132.393936,3454415
2018-01-26,158.814529,160.047806,158.499039,159.980881,133.890121,3962143
2018-01-29,160.086044,160.984711,158.709366,159.464630,133.458115,3678782
2018-01-30,158.900574,159.435944,155.984711,156.424469,130.913742,5127806
2018-01-31,156.548752,157.734222,155.602295,156.500961,130.977783,4260149
2018-02-01,156.013382,156.912048,154.780121,155.258133,129.937653,4638173
2018-02-02,154.588913,154.875717,151.883362,152.036331,127.241203,5493487
2018-02-05,150.946457,151.529633,143.403442,145.822174,122.040543,9148944
2018-02-06,143.680695,148.652008,142.552582,148.508606,124.288841,10321614
2018-02-07,147.390060,148.508606,146.539200,147.084137,123.096687,6432063
2018-02-08,145.774384,146.424469,141.013382,141.099426,119.250702,7090939
2018-02-09,142.065002,143.919693,138.049713,142.934998,120.802017,8188402
2018-02-12,144.263855,145.697891,143.690247,144.741867,122.329102,6151944
2018-02-13,144.263855,144.531555,143.059280,144.120453,121.803909,5115986
2018-02-14,143.585083,148.183563,143.403442,147.954117,125.043961,5731034
2018-02-15,148.661575,149.961761,146.940720,149.149139,126.053925,5882286
2018-02-16,148.862335,150.850861,148.843216,149.311661,126.191269,4479913
2018-02-20,148.938812,149.101334,147.103256,148.336517,125.367157,4696122
2018-02-21,148.594650,149.894836,147.131927,147.189301,124.397568,3900116
2018-02-22,147.705551,148.221802,146.070740,146.443588,123.767326,4209732
2018-02-23,147.514343,148.996170,147.294449,148.680695,125.658012,3405881
2018-02-26,148.957932,151.892929,148.671127,151.606125,128.130447,3776374
2018-02-27,151.491394,152.753342,149.646271,149.665390,126.490227,4432216
2018-02-28,150.573608,151.185471,148.948380,148.977051,125.908463,3978461
2018-03-01,148.690247,150.066925,146.070740,147.045883,124.276337,4225108
2018-03-02,146.070740,147.954117,145.200760,147.695984,124.825790,3411111
2018-03-05,147.342255,150.564056,146.988525,150.047806,126.813446,3839448
2018-03-06,150.363297,150.946457,148.336517,148.871887,125.819618,3855242
2018-03-07,148.183563,151.845123,147.925430,151.357559,127.920395,4819654
2018-03-08,152.007645,152.552582,148.250473,149.340347,126.215515,6752558
2018-03-09,150.544937,152.562134,150.382416,152.304016,128.720261,5253221
2018-03-12,152.619507,153.938812,151.883362,153.212234,129.487839,5296421
2018-03-13,153.049713,154.980881,151.826004,152.313583,128.728363,4378138
2018-03-14,153.126190,153.613770,150.803055,151.166351,127.758751,3798863
2018-03-15,151.730408,154.158707,151.548752,152.590820,128.962677,4048648
2018-03-16,153.021027,154.856598,152.619507,153.212234,129.487839,9688784
2018-03-19,152.686417,152.858505,149.569794,150.430206,127.136597,5734172
2018-03-20,150.592728,150.984711,148.460800,149.330780,126.207458,4536188
2018-03-21,149.684509,151.242828,149.063095,149.799240,126.603348,3642381
2018-03-22,148.183563,148.422562,145.315491,145.401535,122.886620,4964630
2018-03-23,145.554489,145.869980,142.007645,142.342255,120.301071,4645181
2018-03-26,144.560226,146.902481,143.671127,146.625244,123.920837,4292679
2018-03-27,147.179733,148.059280,144.512421,145.229446,122.741165,4062350
2018-03-28,145.382416,147.093689,145.210327,145.812622,123.234032,3833381
2018-03-29,146.338425,147.122375,144.435944,146.682602,123.969315,3577320
2018-04-02,146.596558,146.634796,141.902481,143.470367,121.254486,5387318
2018-04-03,144.168259,144.359467,141.778198,143.260040,121.076736,4325942
2018-04-04,141.386230,147.676865,140.965576,147.342255,124.526833,5026344
2018-04-05,147.648178,148.107071,146.596558,147.256210,124.454132,3331928
2018-04-06,146.711288,147.179733,142.963669,143.948380,121.658455,3841853
2018-04-09,145.124283,147.858505,145.066925,145.975143,123.371399,4616207
2018-04-10,148.212234,149.713196,147.944550,148.556412,125.552986,3981494
2018-04-11,147.581268,148.929260,147.112808,148.527725,125.528725,3458599
2018-04-12,149.856598,151.988525,149.780121,151.118546,127.718376,5898812
2018-04-13,151.692154,152.217972,149.053543,149.818359,126.619530,4243727
2018-04-16,151.042068,152.141495,150.736145,150.946457,127.572937,4379393
2018-04-17,151.835571,154.875717,151.539200,153.833649,130.013062,10677045
2018-04-18,145.449326,145.917786,141.739960,142.246658,120.220268,21319258
2018-04-19,142.629059,142.648178,140.172089,141.204590,119.339546,8458061
